"customer_id","age","TechSupport"
"Q686616",32,"No"
"Q985154",30,"Yes"
"Z972499",81,"No"
"S420653",39,"Yes"
"G178589",73,"Yes"
"D280771",62,"No"
"L842847",48,"No"
"I768412",65,"Yes"
"I737855",20,"Yes"
"M601856",89,"No"
"Q335167",86,"Yes"
"T81723",19,"Yes"
"U544678",60,"No"
"A541966",81,"Yes"
"K314149",79,"No"
"I553103",52,"No"
"K304782",59,"No"
"P486704",79,"No"
"X37721",32,"No"
"J148251",29,"No"
"H566885",52,"No"
"A470957",80,"No"
"P628955",50,"No"
"V188673",85,"No"
"J272172",25,"No"
"A425221",41,"No"
"N744979",52,"No"
"U332690",57,"Yes"
"J431846",44,"No"
"A727653",74,"No"
"E585382",82,"No"
"T531714",40,"Yes"
"F523785",41,"Yes"
"L928794",85,"Yes"
"V713912",82,"Yes"
"J575954",42,"No"
"E65254",88,"No"
"Q958335",65,"No"
"T545859",50,"No"
"K87708",83,"No"
"N924475",31,"No"
"S450872",62,"No"
"B450609",89,"No"
"Z189601",62,"Yes"
"C704959",62,"No"
"S287194",72,"No"
"A615311",54,"No"
"E970292",79,"Yes"
"O207058",49,"No"
"M108185",66,"No"
"U958988",32,"No"
"Z495835",81,"Yes"
"U197866",45,"Yes"
"H406692",37,"No"
"H751283",46,"Yes"
"U54307",46,"Yes"
"N811620",82,"No"
"Z433309",62,"No"
"V277295",61,"No"
"Z360356",83,"No"
"G04878",75,"No"
"I544574",36,"Yes"
"L499778",66,"No"
"U819149",47,"No"
"T102385",38,"No"
"R18517",60,"No"
"P486325",36,"Yes"
"U13444",83,"Yes"
"N798242",74,"No"
"N204246",72,"No"
"F734657",39,"Yes"
"V224713",51,"No"
"M38833",53,"Yes"
"M193491",39,"No"
"X180061",34,"Yes"
"M962648",46,"No"
"P945462",44,"No"
"H88477",56,"Yes"
"D952319",46,"No"
"O206702",43,"No"
"B249580",42,"Yes"
"W998162",46,"No"
"E822965",25,"No"
"F286459",72,"No"
"T844959",47,"Yes"
"R625579",65,"No"
"X503019",59,"No"
"E489183",21,"No"
"O299863",51,"Yes"
"J127914",89,"No"
"V635294",75,"No"
"Z138174",44,"Yes"
"D50805",40,"No"
"A293164",26,"No"
"S814936",54,"Yes"
"Q83387",36,"Yes"
"M705253",89,"No"
"W647293",33,"No"
"M982083",35,"No"
"Z715431",42,"Yes"
"C320225",38,"Yes"
"G124632",21,"Yes"
"W597120",61,"Yes"
"X713288",53,"No"
"S202920",87,"No"
"M979535",30,"Yes"
"B110173",42,"Yes"
"G551449",35,"Yes"
"S894096",31,"No"
"S438448",20,"No"
"G864744",58,"No"
"H44900",49,"Yes"
"T664511",27,"No"
"F596295",39,"No"
"F364598",61,"Yes"
"W03360",74,"No"
"M124801",61,"Yes"
"S683859",57,"Yes"
"Q259243",73,"Yes"
"G999447",51,"No"
"R241049",22,"Yes"
"L125767",78,"No"
"U151000",44,"No"
"V118979",54,"No"
"R512389",52,"Yes"
"Y150856",45,"No"
"W552884",66,"Yes"
"N845609",40,"No"
"M324218",32,"No"
"Q277283",62,"No"
"T334778",51,"No"
"G454055",23,"No"
"D793833",48,"No"
"F271346",62,"No"
"H262649",59,"Yes"
"J406126",31,"No"
"B419814",86,"Yes"
"W385252",41,"Yes"
"L04382",30,"Yes"
"A175625",56,"No"
"X542926",28,"Yes"
"W756537",38,"No"
"O199225",71,"No"
"T179156",29,"No"
"P567328",30,"No"
"N179727",64,"No"
"G914245",67,"Yes"
"Y851652",24,"No"
"P616131",83,"No"
"K158145",76,"Yes"
"Z297011",55,"Yes"
"L632280",64,"No"
"Y637674",62,"No"
"X763934",30,"No"
"W928741",52,"No"
"B530923",20,"Yes"
"O785754",56,"Yes"
"I603982",27,"No"
"T730897",59,"Yes"
"D985247",39,"No"
"B327796",56,"Yes"
"Z583427",84,"Yes"
"I283315",80,"No"
"T636439",22,"No"
"E360160",63,"No"
"B711602",69,"No"
"X681353",54,"No"
"A124923",74,"Yes"
"F643262",42,"No"
"S380569",28,"Yes"
"Q347541",66,"No"
"R897688",37,"No"
"U532782",35,"Yes"
"Z844454",86,"Yes"
"N287930",66,"Yes"
"H300268",23,"No"
"W347165",27,"No"
"J583536",40,"No"
"L440081",21,"Yes"
"D34981",37,"Yes"
"O878720",64,"No"
"P184363",46,"No"
"W791203",52,"No"
"Q527467",63,"Yes"
"P401883",37,"No"
"N425438",58,"Yes"
"O619350",45,"No"
"J761550",81,"Yes"
"T759009",67,"Yes"
"A69660",51,"Yes"
"P62772",20,"No"
"F378749",71,"No"
"W240882",60,"No"
"Q597706",40,"Yes"
"D590437",36,"No"
"I622745",86,"No"
"K938207",43,"No"
"F115253",87,"No"
"O42043",32,"No"
"K520487",38,"No"
"A511583",88,"No"
"T27322",42,"No"
"V758564",23,"Yes"
"M27166",44,"No"
"J413125",48,"No"
"S983615",49,"No"
"W397694",28,"Yes"
"J850495",51,"Yes"
"B297001",40,"No"
"A54539",24,"No"
"A604312",22,"No"
"R623602",62,"Yes"
"G64810",48,"Yes"
"J670287",41,"No"
"S815156",57,"No"
"D397663",84,"Yes"
"T240170",34,"No"
"S320947",64,"Yes"
"K842241",51,"Yes"
"G525533",67,"No"
"W05914",27,"No"
"W430058",73,"No"
"H100331",37,"Yes"
"L895574",85,"No"
"Q733674",36,"No"
"E30930",18,"No"
"C103156",77,"Yes"
"S814360",47,"No"
"K45184",71,"No"
"E734784",28,"No"
"W569138",32,"Yes"
"B428830",35,"No"
"P120842",36,"No"
"B450091",49,"Yes"
"S34409",28,"No"
"R235433",43,"No"
"R490270",35,"No"
"G655070",70,"No"
"B782897",42,"No"
"L490795",78,"Yes"
"P855327",32,"No"
"I341606",43,"No"
"R967541",26,"No"
"B879409",37,"Yes"
"G733851",18,"Yes"
"V133527",69,"Yes"
"Z378375",25,"No"
"U04002",73,"Yes"
"Q706124",33,"No"
"S286355",85,"No"
"U889748",29,"No"
"Z865713",18,"No"
"A593331",55,"No"
"J76647",83,"Yes"
"Q83552",37,"No"
"F790476",87,"No"
"C607921",52,"No"
"B508012",72,"No"
"S510047",28,"No"
"D446709",64,"No"
"E220187",20,"No"
"Y44619",32,"No"
"Q61916",33,"Yes"
"R629443",62,"No"
"K957862",63,"No"
"Y837211",76,"Yes"
"W969757",31,"Yes"
"W941239",23,"Yes"
"X559092",86,"No"
"X421416",33,"No"
"V558648",32,"Yes"
"P166416",86,"Yes"
"B749928",67,"No"
"U755992",37,"Yes"
"N308609",62,"Yes"
"D929506",58,"No"
"A47399",43,"No"
"K579776",69,"No"
"P57969",89,"Yes"
"E323879",57,"Yes"
"N903942",29,"Yes"
"X664054",34,"Yes"
"N538825",78,"No"
"V739796",21,"No"
"U990275",69,"Yes"
"G11282",84,"Yes"
"L930681",22,"No"
"P780501",77,"No"
"Y776438",73,"Yes"
"S235498",79,"No"
"O560903",37,"No"
"S324519",81,"No"
"H508349",44,"No"
"R453449",86,"Yes"
"D985028",87,"No"
"H104068",24,"No"
"Y920568",31,"No"
"O222608",83,"Yes"
"J652351",49,"Yes"
"X650749",78,"No"
"R463708",59,"Yes"
"T203977",43,"No"
"P553271",22,"No"
"B340840",68,"No"
"W536956",35,"Yes"
"Z132576",51,"No"
"B905965",86,"No"
"M746958",46,"Yes"
"A304266",51,"Yes"
"J431099",76,"No"
"W616428",41,"No"
"Z292423",80,"No"
"C909763",19,"No"
"O636437",66,"Yes"
"F638638",66,"No"
"V189914",41,"Yes"
"C234795",51,"Yes"
"G992361",32,"No"
"A316138",27,"No"
"P791872",46,"No"
"N476269",45,"No"
"M539051",28,"Yes"
"J37919",89,"Yes"
"B947370",57,"No"
"U76650",52,"No"
"O716781",66,"Yes"
"Q523567",51,"No"
"H483436",20,"No"
"L597636",65,"No"
"S189124",83,"No"
"R190531",73,"No"
"N580342",69,"No"
"I62390",67,"Yes"
"E976731",42,"Yes"
"J225496",51,"Yes"
"Z22317",32,"Yes"
"Z151219",81,"No"
"V593517",89,"No"
"Y809841",77,"No"
"Q627124",79,"Yes"
"H05636",59,"Yes"
"G761551",81,"No"
"B165487",28,"No"
"W419824",30,"Yes"
"Z656999",62,"No"
"N08618",43,"No"
"W852861",56,"No"
"G134959",29,"No"
"P318419",52,"No"
"N300915",30,"No"
"S667339",47,"No"
"O417843",72,"No"
"F286585",80,"Yes"
"Z15707",70,"No"
"B110833",70,"No"
"F24321",18,"Yes"
"G483633",24,"No"
"B174619",80,"Yes"
"P57385",62,"No"
"J980639",27,"No"
"H385829",79,"No"
"T762741",68,"No"
"S986781",28,"No"
"A854142",37,"Yes"
"Q605061",20,"Yes"
"Y585520",85,"No"
"N558038",72,"No"
"S157500",59,"No"
"R279501",58,"Yes"
"Y608164",68,"No"
"R709721",60,"Yes"
"F884375",86,"No"
"U903738",81,"No"
"Z482737",67,"Yes"
"Q424071",36,"No"
"N699331",53,"No"
"H841746",77,"No"
"W616525",62,"No"
"F635594",76,"No"
"H951971",85,"No"
"F552828",31,"Yes"
"J382426",25,"No"
"V929238",76,"No"
"J730494",76,"Yes"
"D926717",70,"No"
"F649912",26,"No"
"O373883",61,"No"
"S397862",89,"No"
"X938977",83,"No"
"X362392",62,"Yes"
"J205864",43,"Yes"
"Q938668",57,"Yes"
"L576279",62,"Yes"
"M514943",68,"No"
"O897232",40,"No"
"E966195",55,"Yes"
"G705750",59,"No"
"Y295634",60,"No"
"H528993",35,"No"
"Z984566",68,"Yes"
"N887070",60,"No"
"I787180",27,"Yes"
"S794273",33,"Yes"
"R549694",75,"Yes"
"S84616",37,"No"
"S41472",56,"No"
"Q918133",68,"No"
"N970700",30,"No"
"N526606",83,"No"
"I75629",64,"No"
"T931250",89,"No"
"N735618",84,"No"
"W841435",80,"No"
"B583161",69,"No"
"Z100578",42,"No"
"R239359",70,"Yes"
"X472922",29,"No"
"J898814",43,"No"
"G298866",78,"No"
"G924265",49,"No"
"I79242",72,"No"
"W196396",76,"Yes"
"O216852",53,"Yes"
"Q549624",54,"No"
"N562498",79,"Yes"
"D675061",41,"Yes"
"U549585",57,"Yes"
"Y951338",21,"No"
"G517180",41,"No"
"D672049",84,"No"
"C230753",72,"No"
"Z470192",76,"No"
"Q830116",25,"No"
"R457980",80,"Yes"
"O267434",65,"No"
"M958538",23,"No"
"X476080",19,"No"
"A226212",42,"No"
"M867229",74,"Yes"
"D94567",25,"No"
"E614090",32,"Yes"
"G799295",48,"No"
"P180229",73,"Yes"
"V224057",24,"Yes"
"M771691",78,"Yes"
"U791762",33,"No"
"D852754",55,"No"
"H63784",51,"Yes"
"L340318",82,"No"
"H411705",76,"No"
"X300719",20,"No"
"V234562",40,"Yes"
"Q292404",30,"No"
"A595310",69,"No"
"S100728",75,"No"
"N279918",29,"Yes"
"A565557",43,"Yes"
"L973953",84,"Yes"
"S34044",54,"No"
"H20147",82,"Yes"
"S641857",49,"No"
"X208149",38,"Yes"
"V875157",66,"Yes"
"E353352",26,"Yes"
"V354163",40,"Yes"
"S953540",20,"Yes"
"C557593",20,"No"
"D824545",39,"No"
"R120686",59,"No"
"U933787",47,"No"
"S390179",42,"Yes"
"C948796",37,"No"
"Z677194",74,"Yes"
"N261701",89,"Yes"
"B678171",50,"Yes"
"N520045",42,"No"
"C256948",35,"No"
"C289581",55,"Yes"
"S32311",25,"No"
"D376081",75,"No"
"B254351",80,"Yes"
"L308059",79,"No"
"Q138800",46,"Yes"
"P946439",36,"No"
"G734993",25,"Yes"
"W346752",61,"No"
"T531107",26,"No"
"J804452",63,"No"
"G114456",39,"No"
"U32685",22,"No"
"X481087",60,"No"
"Q704854",40,"Yes"
"B883991",78,"No"
"L588460",76,"Yes"
"I190323",58,"No"
"P626190",42,"Yes"
"G313221",40,"No"
"Z286932",52,"Yes"
"B29049",23,"Yes"
"W660567",57,"No"
"R350576",51,"No"
"R590022",38,"Yes"
"P733036",75,"No"
"D175468",46,"No"
"S450861",73,"No"
"I42773",26,"Yes"
"D994982",69,"No"
"T865307",51,"No"
"L690004",75,"No"
"H185700",50,"Yes"
"K930656",81,"No"
"U280332",20,"No"
"K817263",37,"No"
"B789652",19,"No"
"N73923",50,"Yes"
"B831451",21,"No"
"Q557106",76,"No"
"S993555",54,"Yes"
"T913039",62,"No"
"Z687799",22,"No"
"T206287",83,"Yes"
"I38187",51,"No"
"L289503",72,"No"
"Q608767",84,"Yes"
"R789763",44,"No"
"O383684",40,"No"
"I31880",68,"No"
"C182772",35,"Yes"
"S534757",71,"No"
"L838387",48,"No"
"S693485",89,"Yes"
"Y652986",24,"Yes"
"E748050",61,"No"
"X758247",75,"No"
"I593263",84,"No"
"P341958",64,"Yes"
"M295603",46,"No"
"V91325",73,"No"
"X267385",69,"No"
"K952325",61,"Yes"
"N409898",38,"No"
"I650273",22,"No"
"N127495",85,"No"
"B242016",86,"Yes"
"K810820",87,"No"
"R825099",26,"No"
"Y341313",32,"No"
"I761396",31,"No"
"K613908",41,"Yes"
"L927632",52,"Yes"
"G616093",65,"No"
"A273212",24,"No"
"I496795",52,"Yes"
"U795376",81,"No"
"T895288",79,"No"
"R12402",71,"Yes"
"G73603",30,"Yes"
"B836957",25,"Yes"
"E557858",31,"No"
"E515712",43,"Yes"
"A940663",30,"No"
"G336446",36,"No"
"U386699",39,"Yes"
"V21751",32,"No"
"D996350",65,"No"
"Z999359",70,"Yes"
"J610196",40,"No"
"S769950",27,"Yes"
"B143750",86,"No"
"D836032",45,"No"
"D290234",89,"No"
"D780864",75,"No"
"N286764",31,"Yes"
"Q941225",35,"No"
"F371335",87,"No"
"E229160",86,"No"
"F745735",69,"Yes"
"E505445",89,"Yes"
"C00331",21,"Yes"
"N07725",56,"No"
"S467721",65,"Yes"
"S530763",22,"Yes"
"J821112",32,"No"
"H572927",74,"Yes"
"J06852",73,"Yes"
"P261871",86,"No"
"I258873",55,"No"
"Z702346",72,"No"
"K995518",53,"Yes"
"T24419",51,"No"
"T727607",78,"Yes"
"B644010",53,"Yes"
"A811650",39,"No"
"V645531",86,"Yes"
"S82041",71,"Yes"
"C367217",58,"No"
"Y740314",34,"No"
"Y260658",48,"No"
"A812234",64,"No"
"O392781",27,"No"
"Z600736",30,"No"
"Q605275",84,"No"
"P127304",70,"No"
"X955722",74,"No"
"P803103",76,"No"
"T293484",85,"No"
"C726463",49,"No"
"B74964",52,"Yes"
"N925899",75,"No"
"W766369",88,"Yes"
"A849397",62,"No"
"M572384",68,"Yes"
"Y555946",65,"Yes"
"Q77142",84,"No"
"U218866",55,"Yes"
"X392150",80,"Yes"
"H44622",36,"Yes"
"M319987",47,"Yes"
"P861928",33,"Yes"
"V729031",24,"No"
"M715764",34,"No"
"Q46672",25,"No"
"C697741",59,"No"
"H372061",35,"No"
"K493530",34,"No"
"A48668",36,"Yes"
"Z742527",53,"No"
"W520409",54,"Yes"
"S193458",32,"No"
"S257413",88,"No"
"Z765151",43,"No"
"W794512",66,"No"
"Z153423",30,"No"
"S268098",65,"No"
"M892824",63,"No"
"B41405",28,"No"
"S591549",69,"Yes"
"H584520",69,"No"
"G973898",67,"No"
"T560412",48,"Yes"
"U303089",85,"No"
"W449612",72,"No"
"F384568",52,"No"
"A04830",75,"No"
"O574674",18,"Yes"
"P859987",21,"Yes"
"Z996577",84,"Yes"
"Y715945",78,"No"
"X46834",37,"No"
"T806687",20,"Yes"
"T346518",26,"Yes"
"E496789",52,"No"
"Y987315",71,"Yes"
"Q517071",49,"Yes"
"V822855",76,"No"
"H63433",67,"No"
"W129762",56,"Yes"
"K334096",51,"No"
"G912511",72,"Yes"
"X785371",66,"Yes"
"W986721",43,"No"
"E661654",24,"Yes"
"P721661",46,"Yes"
"L691713",45,"No"
"C288668",71,"No"
"R716458",51,"Yes"
"M494039",45,"No"
"C450994",71,"No"
"V650172",87,"No"
"O934927",58,"Yes"
"H866338",53,"No"
"D477172",60,"No"
"V624141",38,"No"
"P639279",76,"Yes"
"U376096",48,"Yes"
"Q08338",45,"No"
"K986985",68,"No"
"E204987",23,"No"
"L682106",80,"Yes"
"G59211",44,"No"
"T590890",19,"No"
"K858387",47,"No"
"T203673",63,"No"
"M966711",30,"No"
"Q579568",71,"No"
"T898110",46,"Yes"
"V85177",70,"Yes"
"K399257",24,"No"
"K379806",25,"No"
"R818704",62,"No"
"T545830",30,"Yes"
"G421530",67,"No"
"Z112267",73,"Yes"
"S289971",66,"Yes"
"E833651",74,"Yes"
"L615653",65,"Yes"
"V33143",54,"Yes"
"D381287",34,"No"
"V502095",87,"No"
"M543828",37,"Yes"
"U426077",24,"No"
"W536728",41,"No"
"F853511",88,"Yes"
"H421614",30,"No"
"R425303",64,"No"
"O265761",66,"No"
"C764614",55,"Yes"
"X262381",76,"No"
"Z709323",29,"No"
"T412362",41,"No"
"Z12981",26,"No"
"J19867",76,"No"
"Y824371",32,"No"
"T420833",61,"No"
"Z135149",19,"No"
"Y452565",39,"No"
"U859942",41,"No"
"D683409",26,"Yes"
"O47416",47,"No"
"E529202",44,"No"
"K145675",55,"No"
"R458698",19,"No"
"H233450",19,"No"
"A59966",29,"No"
"D139779",48,"No"
"X218433",25,"No"
"Q917221",74,"Yes"
"V405018",88,"Yes"
"S122516",37,"No"
"W528695",84,"No"
"F965908",53,"No"
"O769028",45,"No"
"B25572",31,"No"
"Z558216",36,"No"
"F995738",73,"No"
"N582962",65,"No"
"L862133",85,"Yes"
"O836447",60,"Yes"
"X773584",71,"Yes"
"V316925",89,"No"
"Y349097",62,"Yes"
"V08639",65,"No"
"Y465694",37,"No"
"Z399108",55,"No"
"P496804",60,"No"
"T976152",76,"No"
"X497460",35,"No"
"U781970",72,"No"
"T220266",79,"No"
"R349356",73,"No"
"E585594",54,"No"
"T802642",82,"No"
"C628526",43,"No"
"V779868",71,"Yes"
"V852074",74,"Yes"
"J891959",78,"Yes"
"S664878",27,"Yes"
"T122908",78,"No"
"N132794",18,"No"
"N853478",18,"No"
"N21122",52,"No"
"Q272593",35,"Yes"
"K446948",38,"Yes"
"O852356",37,"Yes"
"W901724",89,"No"
"X451330",51,"Yes"
"H825036",84,"No"
"T846054",49,"No"
"N960316",85,"No"
"D95583",37,"No"
"U935536",60,"Yes"
"T853936",73,"Yes"
"T364930",43,"Yes"
"C530000",24,"Yes"
"U836701",29,"No"
"C125598",25,"No"
"C585619",57,"Yes"
"D702658",79,"No"
"X896373",62,"No"
"G668616",32,"Yes"
"C843114",24,"Yes"
"Z351303",57,"No"
"F679245",75,"No"
"R398309",23,"No"
"D522183",71,"No"
"A206123",68,"No"
"K637432",20,"Yes"
"Q926339",47,"No"
"T105381",54,"Yes"
"L593727",35,"Yes"
"V173338",56,"No"
"U606583",79,"Yes"
"G215973",78,"No"
"B319628",65,"No"
"H633094",47,"No"
"L108717",61,"Yes"
"S302176",30,"Yes"
"J535647",46,"No"
"G598131",40,"No"
"E338308",57,"No"
"S596284",41,"No"
"O931429",34,"No"
"A415870",83,"No"
"V111312",67,"Yes"
"B424640",53,"No"
"V914507",72,"No"
"X52150",43,"No"
"N263562",74,"Yes"
"F371642",78,"No"
"V463431",24,"No"
"I552955",75,"No"
"T813428",35,"No"
"Q118737",80,"Yes"
"R486479",74,"No"
"T174066",33,"No"
"V249937",67,"No"
"G946463",39,"No"
"R836772",32,"Yes"
"X789375",43,"Yes"
"V142415",25,"No"
"Z968343",89,"No"
"P471639",65,"No"
"W964977",76,"No"
"W365170",58,"No"
"P802061",72,"No"
"Z580866",28,"No"
"O383133",52,"No"
"Z247475",89,"Yes"
"W603761",57,"No"
"D384724",38,"Yes"
"A430952",30,"No"
"Q848470",22,"Yes"
"U26172",27,"No"
"V161009",36,"Yes"
"Y476794",85,"No"
"Q981830",84,"Yes"
"C908760",31,"No"
"V438879",82,"Yes"
"U892775",87,"Yes"
"K234189",75,"No"
"X515591",70,"No"
"H878507",19,"No"
"Q951171",77,"No"
"A508226",80,"No"
"G629174",70,"Yes"
"B488148",33,"Yes"
"I220296",54,"No"
"N580999",23,"No"
"I309319",58,"Yes"
"R577652",41,"No"
"U559614",55,"No"
"K260487",59,"No"
"B918969",80,"No"
"A753189",84,"Yes"
"S631680",60,"No"
"D665731",24,"Yes"
"N531201",61,"No"
"N731402",68,"No"
"B525987",49,"Yes"
"U565222",71,"No"
"B816555",32,"No"
"X359321",58,"No"
"Q103360",35,"No"
"V807781",31,"No"
"W166540",43,"No"
"Z746394",19,"Yes"
"S248032",53,"Yes"
"N306950",41,"Yes"
"G217247",50,"No"
"R655332",77,"No"
"D84377",56,"No"
"V205649",55,"Yes"
"L944578",27,"No"
"E324565",68,"No"
"I889643",61,"No"
"M447069",37,"Yes"
"K963843",23,"No"
"U825707",33,"Yes"
"F229213",88,"Yes"
"C364813",74,"No"
"Y98868",25,"No"
"S510657",68,"No"
"E11476",83,"No"
"H995944",62,"No"
"F112601",20,"Yes"
"V632030",23,"No"
"A516936",76,"Yes"
"V412148",55,"Yes"
"Z193166",58,"Yes"
"I873153",84,"No"
"T59719",77,"Yes"
"O492751",56,"No"
"I38410",22,"No"
"O406255",63,"No"
"C742082",36,"No"
"F878212",61,"No"
"T731870",76,"Yes"
"C883014",85,"Yes"
"D349985",33,"Yes"
"I765697",49,"No"
"L280248",61,"No"
"V204161",72,"No"
"J280317",53,"Yes"
"Y190385",85,"No"
"G650321",77,"No"
"P349310",53,"No"
"T360114",71,"No"
"B128794",88,"No"
"Y180853",42,"No"
"X890251",44,"Yes"
"S550433",25,"Yes"
"Z327230",53,"No"
"Z748506",43,"No"
"U821333",51,"No"
"P222800",28,"No"
"W52065",53,"No"
"Q345034",84,"Yes"
"W987217",75,"No"
"L595428",89,"No"
"D808028",37,"Yes"
"A776577",61,"No"
"R407604",35,"Yes"
"W17115",34,"No"
"B950646",88,"No"
"X33849",82,"Yes"
"S58503",64,"No"
"N253276",52,"No"
"W405865",69,"No"
"N247032",20,"Yes"
"Z858434",86,"No"
"B385712",68,"Yes"
"K783774",67,"No"
"J88059",22,"No"
"N112517",76,"Yes"
"K798113",37,"No"
"K879725",35,"No"
"M899572",46,"Yes"
"I249423",85,"No"
"V879846",20,"Yes"
"B361009",23,"No"
"S911015",78,"No"
"O790940",37,"No"
"U567243",50,"Yes"
"C757251",54,"Yes"
"P781692",50,"Yes"
"J07300",37,"No"
"S497913",49,"No"
"D155978",37,"No"
"Z296805",20,"Yes"
"F914979",24,"Yes"
"N200102",75,"No"
"X178794",68,"No"
"E85379",74,"No"
"D820355",47,"Yes"
"C693256",29,"No"
"A05946",62,"No"
"R768749",52,"No"
"Y361686",89,"Yes"
"A765364",80,"Yes"
"D123626",75,"No"
"N780122",67,"Yes"
"V635970",25,"Yes"
"M24464",54,"Yes"
"N15974",45,"No"
"K999820",63,"No"
"O583603",65,"No"
"Z718044",80,"No"
"T716617",33,"Yes"
"C595221",77,"No"
"X167846",79,"No"
"R42493",53,"Yes"
"E802487",44,"Yes"
"A464657",77,"No"
"Q89705",43,"No"
"I718942",82,"No"
"P725200",41,"No"
"V116281",64,"No"
"N627924",33,"No"
"Y908580",19,"No"
"E674288",75,"No"
"P606795",78,"No"
"V49732",63,"No"
"D302447",87,"No"
"N871548",72,"Yes"
"W622288",70,"No"
"D885615",61,"No"
"W403395",56,"Yes"
"M754335",67,"No"
"M170761",89,"Yes"
"I488605",81,"Yes"
"Q206821",84,"Yes"
"W965504",77,"Yes"
"R17437",20,"Yes"
"C129717",28,"No"
"Z494784",28,"No"
"M105252",39,"Yes"
"E520181",64,"Yes"
"Q937859",25,"Yes"
"S300408",48,"Yes"
"N634323",80,"Yes"
"L275972",33,"No"
"D905118",66,"No"
"S988571",25,"No"
"Q642363",70,"Yes"
"H396745",33,"No"
"W87449",31,"No"
"I580698",66,"No"
"N522883",49,"Yes"
"C35778",79,"Yes"
"B980720",77,"No"
"P15322",23,"No"
"F757012",63,"No"
"D745773",86,"No"
"T130709",89,"No"
"B83164",58,"No"
"P484759",40,"No"
"K43066",62,"No"
"E936988",38,"No"
"K299226",88,"Yes"
"C112139",87,"No"
"T377657",53,"No"
"K894220",78,"No"
"Z909144",45,"No"
"D153017",58,"No"
"O758268",83,"Yes"
"H901574",38,"No"
"L96424",40,"No"
"M30051",49,"Yes"
"G426825",44,"No"
"T444872",84,"Yes"
"W389014",88,"Yes"
"Z987566",61,"No"
"S987291",59,"Yes"
"M837325",66,"No"
"Z13801",18,"No"
"I938194",82,"No"
"J101078",85,"Yes"
"Q875442",18,"No"
"O535543",82,"No"
"A06667",21,"Yes"
"O985470",41,"No"
"I439618",81,"Yes"
"F175070",25,"Yes"
"B369784",33,"No"
"P711855",48,"Yes"
"U505928",39,"Yes"
"Z944286",78,"Yes"
"Z676567",28,"No"
"H378203",35,"No"
"Y162835",57,"No"
"G88174",63,"No"
"H247640",47,"No"
"D545228",62,"No"
"J115166",57,"No"
"P319624",40,"Yes"
"B136240",69,"No"
"G851411",44,"No"
"Q186415",31,"Yes"
"K412150",22,"No"
"J562044",71,"No"
"C585212",80,"No"
"Q956853",22,"Yes"
"K840087",42,"No"
"E249276",76,"Yes"
"G540903",42,"No"
"M356621",38,"Yes"
"B707938",62,"No"
"C612880",41,"No"
"Q531557",77,"No"
"C271341",61,"No"
"F57817",87,"No"
"Q722018",54,"No"
"R65614",31,"No"
"U961818",20,"Yes"
"A267630",69,"Yes"
"L558926",67,"Yes"
"E242415",26,"No"
"T42915",76,"No"
"F186234",40,"Yes"
"N663753",86,"Yes"
"H960808",45,"Yes"
"L608283",37,"Yes"
"Z993409",77,"Yes"
"F774246",68,"No"
"A36623",26,"No"
"E965419",75,"No"
"G272085",64,"No"
"K465973",87,"No"
"W368790",67,"No"
"Q610916",24,"No"
"O435835",59,"No"
"Q724137",20,"Yes"
"I250725",80,"Yes"
"J75757",67,"No"
"S541475",54,"No"
"P218738",40,"No"
"O881990",77,"No"
"S883911",80,"No"
"V588439",30,"No"
"J305888",35,"Yes"
"Q270313",80,"Yes"
"H750600",88,"No"
"Z401773",64,"No"
"I475020",64,"Yes"
"E459915",33,"Yes"
"A560329",32,"Yes"
"K400482",81,"Yes"
"E705949",49,"No"
"M646019",73,"Yes"
"O302793",44,"Yes"
"E698741",79,"Yes"
"A987044",42,"No"
"D956699",30,"No"
"S451747",24,"No"
"R45785",57,"No"
"R374499",22,"No"
"Y747047",43,"Yes"
"D666505",58,"No"
"K492175",68,"No"
"G869245",74,"Yes"
"N954346",87,"Yes"
"I493615",57,"No"
"W345311",34,"No"
"F86943",35,"No"
"F823751",48,"Yes"
"I369913",53,"No"
"E702248",42,"No"
"H314025",18,"No"
"C190080",45,"No"
"N123959",24,"Yes"
"M899189",68,"Yes"
"J313434",79,"No"
"I958169",20,"Yes"
"C116690",21,"Yes"
"F882447",76,"Yes"
"E781539",81,"No"
"N296260",62,"No"
"J412316",47,"No"
"T169300",60,"No"
"C708997",25,"Yes"
"L277341",78,"No"
"B84035",35,"No"
"M65348",58,"No"
"D560109",25,"Yes"
"E94706",29,"No"
"U272006",66,"Yes"
"P261491",53,"No"
"J281764",33,"Yes"
"C34648",34,"No"
"Z501442",28,"No"
"P338134",25,"Yes"
"S704223",55,"No"
"U645837",88,"No"
"F830666",79,"Yes"
"E577272",24,"No"
"P450130",18,"Yes"
"D292974",34,"Yes"
"L594942",31,"Yes"
"D449561",72,"No"
"Z637015",56,"No"
"J215190",87,"No"
"S222652",70,"Yes"
"R369407",80,"No"
"J339712",62,"Yes"
"M30542",18,"No"
"Z709934",79,"Yes"
"M18617",42,"Yes"
"A490867",41,"Yes"
"E605510",28,"Yes"
"C426956",36,"Yes"
"N312898",31,"Yes"
"P401215",81,"No"
"Y168157",65,"No"
"F702843",64,"No"
"O346280",42,"Yes"
"E798904",83,"No"
"F789317",43,"Yes"
"D938071",45,"Yes"
"J237830",35,"No"
"W679652",40,"No"
